year,category,nominee,artist,workers,winner
2019,Best Children'S Music Album,I Love Rainy Days,Daniel Tashian,N/A,1
2019,Best Children'S Music Album,The Love,Alphabet Rockers,N/A,1
2019,Best Children'S Music Album,Winterland,The Okee Dokee Brothers,N/A,1
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Becoming,Michelle Obama,N/A,1
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Beastie Boys Book,(Various Artists),"Michael Diamond, Adam Horovitz, Scott Sherratt & Dan Zitt, producers",1
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",I.V. Catatonia: 20 Years As A Two-Time Cancer Survivor,Eric Alexandrakis,N/A,1
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Mr. Know-It-All,John Waters,N/A,1
2019,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Sekou Andrews & The String Theory,Sekou Andrews (& The String Theory),N/A,1
2019,Best Comedy Album,Sticks & Stones,Dave Chappelle,N/A,1
2019,Best Comedy Album,Quality Time,Jim Gaffigan,N/A,1
2019,Best Comedy Album,Relatable,Ellen DeGeneres,N/A,1
2019,Best Comedy Album,Right Now,Aziz Ansari,N/A,1
2019,Best Comedy Album,Son Of Patricia,Trevor Noah,N/A,1
2019,Best Musical Theater Album,Hadestown,N/A,"Reeve Carney, André De Shields, Amber Gray, Eva Noblezada & Patrick Page, principal soloists; Mara Isaacs, David Lai, Anaïs Mitchell & Todd Sickafoose, producers (Anaïs Mitchell, composer & lyricist) (Original Broadway Cast)",1
2019,Best Musical Theater Album,Ain't Too Proud: The Life And Times Of The Temptations,N/A,"Saint Aubyn, Derrick Baskin, James Harkness, Jawan M. Jackson, Jeremy Pope & Ephraim Sykes, principal soloists; Scott M. Riesett, producer (Original Broadway Cast)",1
2019,Best Musical Theater Album,Moulin Rouge! The Musical,N/A,"Danny Burstein, Tam Mutu, Sahr Ngaujah, Karen Olivo & Aaron Tveit, principal soloists; Justin Levine, Baz Luhrmann, Matt Stine & Alex Timbers, producers (Original Broadway Cast)",1
2019,Best Musical Theater Album,The Music Of Harry Potter And The Cursed Child - In Four Contemporary Suites,N/A,"Imogen Heap, producer; Imogen Heap, composer (Imogen Heap)",1
2019,Best Musical Theater Album,Oklahoma!,N/A,"Damon Daunno, Rebecca Naomi Jones, Ali Stroker, Mary Testa & Patrick Vaill, principal soloists; Daniel Kluger & Dean Sharenow, producers (Richard Rodgers, composer; Oscar Hammerstein II, lyricist) (2019 Broadway Cast)",1
2019,Best Compilation Soundtrack For Visual Media,A Star Is Born,Lady Gaga & Bradley Cooper,"Paul “DJWS” Blair, Bradley Cooper, Lady Gaga, Nick Monson, Lukas Nelson, Mark Nilan Jr. & Benjamin Rice, compilation producers; Julianne Jordan & Julia Michels, music supervisors",1
2019,Best Compilation Soundtrack For Visual Media,The Lion King: The Songs,(Various Artists),"Jon Favreau & Hans Zimmer, compilation producers",1
2019,Best Compilation Soundtrack For Visual Media,Quentin Tarantino's Once Upon A Time In Hollywood,(Various Artists),"Quentin Tarantino, compilation producer; Mary Ramos, music supervisor",1
2019,Best Compilation Soundtrack For Visual Media,Rocketman,Taron Egerton,"Giles Martin, compilation producer",1
2019,Best Compilation Soundtrack For Visual Media,Spider-Man: Into The Spider-Verse,(Various Artists),"Spring Aspers & Dana Sano, compilation producers; Kier Lehman, music supervisor",1
2019,Best Score Soundtrack For Visual Media,Chernobyl,N/A,"Hildur Guðnadóttir, composer",1
2019,Best Score Soundtrack For Visual Media,Avengers: Endgame,N/A,"Alan Silvestri, composer",1
2019,Best Score Soundtrack For Visual Media,Game Of Thrones: Season 8,N/A,"Ramin Djawadi, composer",1
2019,Best Score Soundtrack For Visual Media,The Lion King,N/A,"Hans Zimmer, composer",1
2019,Best Score Soundtrack For Visual Media,Mary Poppins Returns,N/A,"Marc Shaiman, composer",1
2019,Best Song Written For Visual Media,I'll Never Love Again (Film Version),N/A,"Natalie Hemby, Lady Gaga, Hillary Lindsey & Aaron Raitiere, songwriters (Lady Gaga & Bradley Cooper)",1
2019,Best Song Written For Visual Media,The Ballad Of The Lonesome Cowboy,N/A,"Randy Newman, songwriter (Chris Stapleton)",1
2019,Best Song Written For Visual Media,Girl In The Movies,N/A,"Dolly Parton & Linda Perry, songwriters (Dolly Parton)",1
2019,Best Song Written For Visual Media,Spirit,N/A,"Beyoncé Knowles-Carter, Timothy McKenzie & Ilya Salmanzadeh, songwriters (Beyoncé)",1
2019,Best Song Written For Visual Media,Suspirium,N/A,"Thom Yorke, songwriter (Thom Yorke)",1
2019,Best Instrumental Composition,Star Wars: Galaxy's Edge Symphonic Suite,N/A,"John Williams, composer (John Williams)",1
2019,Best Instrumental Composition,Begin Again,N/A,"Fred Hersch, composer (Fred Hersch & The WDR Big Band Conducted By Vince Mendoza)",1
2019,Best Instrumental Composition,Crucible For Crisis,N/A,"Brian Lynch, composer (Brian Lynch Big Band)",1
2019,Best Instrumental Composition,"Love, A Beautiful Force",N/A,"Vince Mendoza, composer (Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra)",1
2019,Best Instrumental Composition,Walkin' Funny,N/A,"Christian McBride, composer (Christian McBride)",1
2019,"Best Arrangement, Instrumental Or A Cappella",Moon River,N/A,"Jacob Collier, arranger (Jacob Collier)",1
2019,"Best Arrangement, Instrumental Or A Cappella",Blue Skies,N/A,"Kris Bowers, arranger (Kris Bowers)",1
2019,"Best Arrangement, Instrumental Or A Cappella",Hedwig's Theme,N/A,"John Williams, arranger (Anne-Sophie Mutter & John Williams)",1
2019,"Best Arrangement, Instrumental Or A Cappella",La Novena,N/A,"Emilio Solla, arranger (Emilio Solla Tango Jazz Orchestra)",1
2019,"Best Arrangement, Instrumental Or A Cappella","Love, A Beautiful Force",N/A,"Vince Mendoza, arranger (Vince Mendoza, Terell Stafford, Dick Oatts & Temple University Studio Orchestra)",1
2019,"Best Arrangement, Instruments And Vocals",All Night Long,N/A,"Jacob Collier, arranger (Jacob Collier Featuring Jules Buckley, Take 6 & Metropole Orkest)",1
2019,"Best Arrangement, Instruments And Vocals",Jolene,N/A,"Geoff Keezer, arranger (Sara Gazarek)",1
2019,"Best Arrangement, Instruments And Vocals",Marry Me A Little,N/A,"Cyrille Aimée & Diego Figueiredo, arrangers (Cyrille Aimée)",1
2019,"Best Arrangement, Instruments And Vocals",Over The Rainbow,N/A,"Vince Mendoza, arranger (Trisha Yearwood)",1
2019,"Best Arrangement, Instruments And Vocals",12 Little Spells (Thoracic Spine),N/A,"Esperanza Spalding, arranger (Esperanza Spalding)",1
2019,Best Recording Package,Chris Cornell,N/A,"Barry Ament, Jeff Ament & Joe Spix, art directors (Chris Cornell)",1
2019,Best Recording Package,Anónimas & Resilientes,N/A,"Luisa María Arango, Carlos Dussan, Manuel García-Orozco & Juliana Jaramillo-Buenaventura, art directors (Voces Del Bullerengue)",1
2019,Best Recording Package,Hold That Tiger,N/A,"Andrew Wong & Fongming Yang, art directors (The Muddy Basin Ramblers)",1
2019,Best Recording Package,"I,I",N/A,"Aaron Anderson & Eric Timothy Carlson, art directors (Bon Iver)",1
2019,Best Recording Package,Intellexual,N/A,"Irwan Awalludin, art director (Intellexual)",1
2019,Best Boxed Or Special Limited Edition Package,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,N/A,"Masaki Koike, art director (Various Artists)",1
2019,Best Boxed Or Special Limited Edition Package,Anima,N/A,"Stanley Donwood & Tchocky, art directors (Thom Yorke)",1
2019,Best Boxed Or Special Limited Edition Package,Gold In A Brass Age,N/A,"Amanda Chiu, Mark Farrow & David Gray, art directors (David Gray)",1
2019,Best Boxed Or Special Limited Edition Package,1963: New Directions,N/A,"Josh Cheuse, art director (John Coltrane)",1
2019,Best Boxed Or Special Limited Edition Package,The Radio Recordings 1939–1945,N/A,"Marek Polewski, art director (Wilhelm Furtwängler & Berliner Philharmoniker)",1
2019,Best Album Notes,Stax '68: A Memphis Story,N/A,"Steve Greenberg, album notes writer (Various Artists)",1
2019,Best Album Notes,The Complete Cuban Jam Sessions,N/A,"Judy Cantor-Navas, album notes writer (Various Artists)",1
2019,Best Album Notes,The Gospel According To Malaco,N/A,"Robert Marovich, album notes writer (Various Artists)",1
2019,Best Album Notes,Pedal Steal + Four Corners,N/A,"Brendan Greaves, album notes writer (Terry Allen And The Panhandle Mystery Band)",1
2019,Best Album Notes,Pete Seeger: The Smithsonian Folkways Collection,N/A,"Jeff Place, album notes writer (Pete Seeger)",1
2019,Best Historical Album,Pete Seeger: The Smithsonian Folkways Collection,N/A,"Jeff Place & Robert Santelli, compilation producers; Pete Reiniger, mastering engineer (Pete Seeger)",1
2019,Best Historical Album,The Girl From Chickasaw County - The Complete Capitol Masters,N/A,"Andrew Batt & Kris Maher, compilation producers; Simon Gibson, mastering engineer (Bobbie Gentry)",1
2019,Best Historical Album,The Great Comeback: Horowitz At Carnegie Hall,N/A,"Robert Russ, compilation producer; Andreas K. Meyer & Jennifer Nulsen, mastering engineers (Vladimir Horowitz)",1
2019,Best Historical Album,"Kankyo Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",N/A,"Spencer Doran, Yosuke Kitazawa, Douglas Mcgowan & Matt Sullivan, compilation producers; John Baldwin, mastering engineer (Various Artists)",1
2019,Best Historical Album,Woodstock: Back To The Garden - The Definitive 50th Anniversary Archive,N/A,"Brian Kehew, Steve Woolard & Andy Zax, compilation producers; Dave Schultz, mastering engineer, Brian Kehew, restoration engineer (Various Artists)",1
2019,"Best Engineered Album, Non-Classical","When We All Fall Asleep, Where Do We Go?",N/A,"Rob Kinelski & Finneas O'Connell, engineers; John Greenham, mastering engineer (Billie Eilish)",1
2019,"Best Engineered Album, Non-Classical",All These Things,N/A,"Tchad Blake, Thomas Dybdahl, Adam Greenspan & Roderick Shearer, engineers; Bernie Grundman, mastering engineer (Thomas Dybdahl)",1
2019,"Best Engineered Album, Non-Classical",Ella Mai,N/A,"Chris ""Shaggy"" Ascher, Jaycen Joshua & David Pizzimenti, engineers; Chris Athens, mastering engineer (Ella Mai)",1
2019,"Best Engineered Album, Non-Classical",Run Home Slow,N/A,"Paul Butler & Sam Teskey, engineers; Joe Carra, mastering engineer (The Teskey Brothers)",1
2019,"Best Engineered Album, Non-Classical",Scenery,N/A,"Tom Elmhirst, Ben Kane & Jeremy Most, engineers; Bob Ludwig, mastering engineer (Emily King)",1
2019,"Producer Of The Year, Non-Classical",Finneas,N/A,"• When We Fall Asleep, Where Do We Go? (Billie Eilish) (A)",1
2019,"Producer Of The Year, Non-Classical",Jack Antonoff,N/A,• Arizona Baby (Kevin Abstract) (A)  • Lover (Taylor Swift) (A)  • Norman F***ing Rockwell! (Lana Del Rey) (A)  • Red Hearse (Red Hearse) (A),1
2019,"Producer Of The Year, Non-Classical",Dan Auerbach,N/A,"• The Angels In Heaven Done Signed My Name (Leo Bud Welch) (A)  • ""Let's Rock"" (The Black Keys) (A)  • Mockingbird (The Gibson Brothers) (A)  • Myth Of A Man (Night Beats) (A)  • Southern Gentleman (Dee White) (A)  • Walk Through Fire (Yola) (A)",1
2019,"Producer Of The Year, Non-Classical",John Hill,N/A,"• Heat Of The Summer (Young The Giant) (T)  • Hundred (Khalid) (T)  • No Drug Like Me (Carly Rae Jepsen) (T)  • Outta My Head (Khalid With John Mayer) (T)  • Social Cues (Cage The Elephant) (A)  • Superposition (Young The Giant) (T)  • Too Much (Carly Rae Jepsen) (T)  • Vertigo (Khalid) (T)  • Zero (From ""Ralph Breaks The Internet"") (Imagine Dragons) (T)",1
2019,"Producer Of The Year, Non-Classical",Ricky Reed,N/A,• Almost Free (Fidlar) (A)  • Burning (Maggie Rogers) (T)  • Confidence (X Ambassadors Featuring K.Flay) (T)  • Juice (Lizzo) (T)  • Kingdom Of One (Maren Morris) (T)  • Power Is Power (SZA Featuring The Weeknd & Travis Scott) (T)  • Tempo (Lizzo Featuring Missy Elliott) (T)  • Truth Hurts (Lizzo) (T)  • The Wrong Man (Ross Golan) (A),1
2019,Best Remixed Recording,I Rise (Tracy Young's Pride Intro Radio Remix),N/A,"Tracy Young, remixer (Madonna)",1
2019,Best Remixed Recording,Mother's Daughter (Wuki Remix),N/A,"Wuki, remixer (Miley Cyrus)",1
2019,Best Remixed Recording,The One (High Contrast Remix),N/A,"Lincoln Barrett, remixer (Jorja Smith)",1
2019,Best Remixed Recording,Swim (ford. Remix),N/A,"Luc Bradford, remixer (Mild Minds)",1
2019,Best Remixed Recording,Work It (Soulwax Remix),N/A,"David Gerard C Dewaele & Stephen Antoine C Dewaele, remixers (Marie Davidson)",1
2019,Best Immersive Audio Album,LUX,N/A,"Morten Lindberg, immersive audio engineer; Morten Lindberg, immersive audio mastering engineer; Morten Lindberg, immersive audio producer (Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor)",1
2019,Best Immersive Audio Album,Chain Tripping,N/A,"Luke Argilla, immersive audio engineer; Jurgen Scharpf, immersive audio mastering engineer; Jona Bechtolt, Claire L. Evans & Rob Kieswetter, immersive audio producers (YACHT)",1
2019,Best Immersive Audio Album,Kverndokk: Symphonic Dances,N/A,"Jim Anderson, immersive audio engineer; Robert C. Ludwig, immersive audio mastering engineer; Ulrike Schwarz, immersive audio producer (Ken-David Masur & Stavanger Symphony Orchestra)",1
2019,Best Immersive Audio Album,The Orchestral Organ,N/A,"Keith O. Johnson, immersive audio engineer; Keith O. Johnson, immersive audio mastering engineer; Marina A. Ledin & Victor Ledin, immersive audio producers (Jan Kraybill)",1
2019,Best Immersive Audio Album,The Savior,N/A,"Bob Clearmountain, immersive audio engineer; Bob Ludwig, immersive audio mastering engineer; Michael Marquart & Dave Way, immersive audio producers (A Bad Think)",1
2019,"Best Engineered Album, Classical",Riley: Sun Rings,N/A,"Leslie Ann Jones, engineer; John Kilgore, Judith Sherman & David Harrington, engineers/mixers; Robert C. Ludwig, mastering engineer (Kronos Quartet)",1
2019,"Best Engineered Album, Classical",Aequa - Anna Thorvaldsdóttir,N/A,"Daniel Shores, engineer; Daniel Shores, mastering engineer (International Contemporary Ensemble)",1
2019,"Best Engineered Album, Classical",Bruckner: Symphony No. 9,N/A,"Mark Donahue, engineer; Mark Donahue, mastering engineer (Manfred Honeck & Pittsburgh Symphony Orchestra)",1
2019,"Best Engineered Album, Classical",Rachmaninoff - Hermitage Piano Trio,N/A,"Keith O. Johnson & Sean Royce Martin, engineers; Keith O. Johnson, mastering engineer (Hermitage Piano Trio)",1
2019,"Best Engineered Album, Classical",Wolfe: Fire In My Mouth,N/A,"Bob Hanlon & Lawrence Rock, engineers; Ian Good & Lawrence Rock, mastering engineers (Jaap Van Zweden, Francisco J. Núñez, Donald Nally, The Crossing, Young People's Chorus Of NY City & New York Philharmonic)",1
2019,"Producer Of The Year, Classical",Blanton Alspaugh,N/A,"• Artifacts - The Music Of Michael McGlynn (Charles Bruffy & Kansas City Chorale)  • Berlioz: Symphonie Fantastique; Fantaisie Sur La Tempête De Shakespeare (Andrew Davis & Toronto Symphony Orchestra)  • Copland: Billy The Kid; Grohg (Leonard Slatkin & Detroit Symphony Orchestra)  • Duruflé: Complete Choral Works (Robert Simpson & Houston Chamber Choir)  • Glass: Symphony No. 5 (Julian Wachner, The Choir Of Trinity Wall Street, Trinity Youth Chorus, Downtown Voices & Novus NY)  • Sander: The Divine Liturgy Of St. John Chrysostom (Peter Jermihov & PaTRAM Institute Singers)  • Smith, K.: Canticle (Craig Hella Johnson & Cincinnati Vocal Arts Ensemble)  • Visions Take Flight (Mei-Ann Chen & ROCO)",1
2019,"Producer Of The Year, Classical",James Ginsburg,N/A,"• Project W - Works By Diverse Women Composers (Mei-Ann Chen & Chicago Sinfonietta)  • Silenced Voices (Black Oak Ensemble)  • 20th Century Harpsichord Concertos (Jory Vinikour, Scott Speck & Chicago Philharmonic)  • Twentieth Century Oboe Sonatas (Alex Klein & Phillip Bush)  • Winged Creatures & Other Works For Flute, Clarinet, And Orchestra (Anthony McGill, Demarre McGill, Allen Tinkham & Chicago Youth Symphony Orchestra)",1
2019,"Producer Of The Year, Classical","Marina A. Ledin, Victor Ledin",N/A,"• Bates: Children Of Adam; Vaughan Williams: Dona Nobis Pacem (Steven Smith, Erin R. Freeman, Richmond Symphony & Chorus)  • The Orchestral Organ (Jan Kraybill)  • The Poetry Of Places (Nadia Shpachenko)  • Rachmaninoff - Hermitage Piano Trio (Hermitage Piano Trio)",1
2019,"Producer Of The Year, Classical",Morten Lindberg,N/A,"• Himmelborgen (Elisabeth Holte, Kåre Nordstoga & Uranienborg Vokalensemble)  • Kleiberg: Do You Believe In Heather? (Various Artists)  • Ljos (Fauna Vokalkvintett)  • LUX (Anita Brevik, Trondheimsolistene & Nidarosdomens Jentekor)  • Trachea (Tone Bianca Sparre Dahl & Schola Cantorum)  • Veneliti (Håkon Daniel Nystedt & Oslo Kammerkor)",1
2019,"Producer Of The Year, Classical",Dirk Sobotka,N/A,• Bruckner: Symphony No. 9 (Manfred Honeck & Pittsburgh Symphony Orchestra),1
2019,Best Orchestral Performance,Norman: Sustain,N/A,"Gustavo Dudamel, conductor (Los Angeles Philharmonic)",1
2019,Best Orchestral Performance,Bruckner: Symphony No. 9,N/A,"Manfred Honeck, conductor (Pittsburgh Symphony Orchestra)",1
2019,Best Orchestral Performance,Copland: Billy The Kid; Grohg,N/A,"Leonard Slatkin, conductor (Detroit Symphony Orchestra)",1
2019,Best Orchestral Performance,Transatlantic,N/A,"Louis Langrée, conductor (Cincinnati Symphony Orchestra)",1
2019,Best Orchestral Performance,Weinberg: Symphonies Nos. 2 & 21,N/A,"Mirga Gražinytė-Tyla, conductor (City Of Birmingham Symphony Orchestra & Kremerata Baltica)",1
2019,Best Opera Recording,Picker: Fantastic Mr. Fox,N/A,"Gil Rose, conductor; John Brancy, Andrew Craig Brown, Gabriel Preisser, Krista River & Edwin Vega; Gil Rose, producer (Boston Modern Orchestra Project; Boston Children's Chorus)",1
2019,Best Opera Recording,Benjamin: Lessons In Love & Violence,N/A,"George Benjamin, conductor; Stéphane Degout, Barbara Hannigan, Peter Hoare & Gyula Orendt; Raphaël Mouterde & James Whitbourn, producers (Orchestra Of The Royal Opera House)",1
2019,Best Opera Recording,Berg: Wozzeck,N/A,"Marc Albrecht, conductor; Christopher Maltman & Eva-Maria Westbroek; François Roussillon, producer (Netherlands Philharmonic Orchestra; Chorus Of Dutch National Opera)",1
2019,Best Opera Recording,Charpentier: Les Arts Florissants; Les Plaisirs De Versailles,N/A,"Paul O'Dette & Stephen Stubbs, conductors; Jesse Blumberg, Teresa Wakim & Virginia Warnken; Renate Wolter-Seevers, producer (Boston Early Music Festival Chamber Ensemble; Boston Early Music Festival Vocal Ensemble)",1
2019,Best Opera Recording,Wagner: Lohengrin,N/A,"Christian Thielemann, conductor; Piotr Beczała, Anja Harteros, Tomasz Konieczny, Waltraud Meier & Georg Zeppenfeld; Eckhard Glauche, producer (Festspielorchester Bayreuth; Festspielchor Bayreuth)",1
2019,Best Choral Performance,Duruflé: Complete Choral Works,N/A,"Robert Simpson, conductor (Ken Cowan; Houston Chamber Choir)",1
2019,Best Choral Performance,Boyle: Voyages,N/A,"Donald Nally, conductor (The Crossing)",1
2019,Best Choral Performance,The Hope Of Loving,N/A,"Craig Hella Johnson, conductor (Conspirare)",1
2019,Best Choral Performance,Sander: The Divine Liturgy Of St. John Chrysostom,N/A,"Peter Jermihov, conductor (Evan Bravos, Vadim Gan, Kevin Keys, Glenn Miller & Daniel Shirley; PaTRAM Institute Singers)",1
2019,Best Choral Performance,"Smith, K.: The Arc In The Sky",N/A,"Donald Nally, conductor (The Crossing)",1
2019,Best Chamber Music/Small Ensemble Performance,Shaw: Orange,N/A,Attacca Quartet,1
2019,Best Chamber Music/Small Ensemble Performance,Cerrone: The Pieces That Fall To Earth,N/A,Christopher Rountree & Wild Up,1
2019,Best Chamber Music/Small Ensemble Performance,Freedom & Faith,N/A,PUBLIQuartet,1
